,sku,title,quantity,total_price,base_price,order_code,state,status,pickup_point_id,city,delivery_mode,creation_date,is_kaspi_delivery,courier_transmission_date,express,firstMileCourier,order_delivery_cost_for_seller,delivery_cost,delivery_address_city,Delivery_type,Date
0,,,1,8999,8999,263119581,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1685983731457,False,,,,0,0,Астана,Pickup,2023-06-05
1,,,1,8999,8999,263115918,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1685982710064,False,,,,0,0,Астана,Pickup,2023-06-05
20,,,1,8999,8999,263129221,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1685987315092,False,,,,0,0,Астана,Pickup,2023-06-05
19,,,1,9869,9869,263126406,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1685986209760,False,,,,0,0,Астана,Pickup,2023-06-05
17,,,1,8999,8999,263112361,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1685980624655,False,,,,0,0,Астана,Pickup,2023-06-05
2,,,1,11599,11599,263208961,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686035383148,False,,,,0,0,Астана,Pickup,2023-06-06
3,,,1,11599,11599,263213304,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_PICKUP,1686036037266,False,,,,0,0,,Pickup,2023-06-06
4,,,1,13469,13469,263296213,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686059518875,False,,,,0,0,Астана,Pickup,2023-06-06
7,,,1,27000,27000,263267363,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1686049769628,True,,False,Zammler,1679,0,Кокшетау,Zammler,2023-06-06
22,,,1,12000,12000,263202926,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_PICKUP,1686033206416,False,,,,0,0,,Pickup,2023-06-06
28,,,1,12869,12869,263460857,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686132234387,False,,,,0,0,Астана,Pickup,2023-06-07
26,,,1,13489,13489,263508005,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686145855973,False,,,,0,0,Астана,Pickup,2023-06-07
21,,,1,13489,13489,263508214,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686146154774,False,,,,0,0,Астана,Pickup,2023-06-07
16,,,1,13489,13489,263518102,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686149036801,False,,,,0,0,Астана,Pickup,2023-06-07
15,,,1,13489,13489,263527129,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686152136037,False,,,,0,0,Астана,Pickup,2023-06-07
18,,,1,12869,12869,263459357,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686130750809,False,,,,0,0,Астана,Pickup,2023-06-07
13,,,1,13489,13489,263543313,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686158413677,False,,,,0,0,Астана,Pickup,2023-06-07
5,,,1,12869,12869,263462737,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686132193434,False,,,,0,0,Астана,Pickup,2023-06-07
14,,,1,14489,14489,263545917,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686160648354,False,,,,0,0,Астана,Pickup,2023-06-07
8,,,1,13489,13489,263543733,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686159036745,False,,,,0,0,Астана,Pickup,2023-06-07
9,,,1,12869,12869,263496303,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686142081164,False,,,,0,0,Астана,Pickup,2023-06-07
6,,,1,12869,12869,263477080,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1686135862902,True,,False,,0,0,Кокшетау,Zammler,2023-06-07
11,,,1,13489,13489,263541196,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686158021787,False,,,,0,0,Астана,Pickup,2023-06-07
12,,,2,25738,12869,263442041,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686126428500,False,,,,0,0,Астана,Pickup,2023-06-07
10,,,1,13489,13489,263539700,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686157469960,False,,,,0,0,Астана,Pickup,2023-06-07
23,,,1,13999,13999,263908846,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686314310617,False,,,,0,0,Астана,Pickup,2023-06-09
25,,,1,13999,13999,263862590,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686300761953,False,,,,0,0,Астана,Pickup,2023-06-09
24,,,1,30000,30000,264026922,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_PICKUP,1686379882728,False,,,,0,0,,Pickup,2023-06-10
27,,,1,13999,13999,264063271,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1686389518522,False,,,,0,0,,Pickup,2023-06-10
29,,,1,13999,13999,264125461,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686412000141,False,,,,0,0,Астана,Pickup,2023-06-10
30,,,1,12999,12999,264594002,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1686640140590,False,,,,0,0,Астана,Pickup,2023-06-13
31,,,1,15999,15999,264705549,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686677435731,False,,,,0,0,Астана,Pickup,2023-06-13
32,,,1,32000,32000,264913726,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1686770178240,False,,,,0,0,Астана,Pickup,2023-06-14
33,,,1,17589,17589,267587074,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1688063978280,False,,,,0,0,Астана,Pickup,2023-06-29
34,,,1,10869,10869,268124103,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1688319446913,False,,,,0,0,Астана,Pickup,2023-07-02
39,,,1,19000,19000,269651503,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1689001650155,False,,,,0,0,Астана,Pickup,2023-07-10
38,,,1,12289,12289,269700461,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1689045095171,False,,,,0,0,Астана,Pickup,2023-07-10
41,,,1,12289,12289,269657410,ARCHIVE,RETURNED,17186215_PP1,,DELIVERY_LOCAL,1689004437602,False,,,,0,0,Астана,Pickup,2023-07-10
35,,,1,12000,12000,269586439,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1688979256722,False,,,,0,0,Астана,Pickup,2023-07-10
36,,,1,13489,13489,269732664,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1689056131338,False,,,,0,0,Астана,Pickup,2023-07-11
40,,,1,12999,12999,269875677,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1689106066594,False,,,,0,0,Астана,Pickup,2023-07-11
42,,,1,12999,12999,269877067,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1689104977344,False,,,,0,0,Астана,Pickup,2023-07-11
37,,,1,12489,12489,269756757,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1689062928611,False,,,,0,0,Астана,Pickup,2023-07-11
43,,,1,13489,13489,269961985,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1689151785516,False,,,,0,0,Астана,Pickup,2023-07-12
44,,,1,5999,5999,273173005,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1689864145690,False,,,,0,0,Астана,Pickup,2023-07-20
45,,,1,7086,7086,274194217,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1690381423572,False,,,,0,0,Астана,Pickup,2023-07-26
46,,,1,6900,6900,274092154,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1690350412372,True,1690449553000.0,False,Zammler,783,0,Караганда,Zammler,2023-07-26
49,,,1,6189,6189,279232058,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1692634267937,True,1692765597000.0,False,Zammler,783,0,Талдыкорган,Zammler,2023-08-21
48,,,1,5999,5999,279753061,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1692860779919,False,,,,0,0,Астана,Pickup,2023-08-24
47,,,1,5999,5999,279798412,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1692876334352,False,,,,0,0,Астана,Pickup,2023-08-24
50,,,1,6886,6886,280754014,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693289510741,False,,,,0,0,Астана,Pickup,2023-08-29
51,,,1,6886,6886,280851738,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693316746236,False,,,,0,0,Астана,Pickup,2023-08-29
52,,,1,6100,6100,281022673,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1693390488130,False,,,,0,0,Астана,Pickup,2023-08-30
55,,,1,6886,6886,281118552,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693419966945,False,,,,0,0,Астана,Pickup,2023-08-30
53,,,1,6299,6299,281249065,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1693478364390,False,,,,0,0,Астана,Pickup,2023-08-31
54,,,1,6886,6886,281172485,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693459268410,False,,,,0,0,Астана,Pickup,2023-08-31
56,,,1,6299,6299,281426431,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693555524871,False,,,,0,0,Астана,Pickup,2023-09-01
59,,,1,6999,6999,281765148,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693673025653,False,,,,0,0,Астана,Pickup,2023-09-02
63,,,1,6299,6299,282064415,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1693789381218,False,,,,0,0,Астана,Pickup,2023-09-03
61,,,1,6299,6299,282008719,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693757392782,False,,,,0,0,Астана,Pickup,2023-09-03
60,,,1,23000,23000,282046335,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1693766446450,False,,,,0,0,Астана,Pickup,2023-09-03
57,,,1,6100,6100,281840887,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1693718113308,False,,,,0,0,,Pickup,2023-09-03
58,,,1,6686,6686,281929158,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693736865318,False,,,,0,0,Астана,Pickup,2023-09-03
62,,,1,6299,6299,282105196,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693807247083,False,,,,0,0,Астана,Pickup,2023-09-04
64,,,1,6499,6499,282131374,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693814926606,False,,,,0,0,Астана,Pickup,2023-09-04
65,,,1,6686,6686,282419174,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1693924712610,False,,,,0,0,Астана,Pickup,2023-09-05
66,,,1,6499,6499,282665629,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1694024721661,False,,,,0,0,Астана,Pickup,2023-09-06
67,,,1,6100,6100,283866892,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1694515673084,False,,,,0,0,Астана,Pickup,2023-09-12
68,,,1,9998,9998,286031265,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1695359947395,False,,,,0,0,Астана,Pickup,2023-09-22
69,,,1,6100,6100,286456712,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1695536139434,False,,,,0,0,Астана,Pickup,2023-09-24
70,,,1,6686,6686,286557882,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1695564188924,False,,,,0,0,Астана,Pickup,2023-09-24
71,,,1,6222,6222,287749105,ARCHIVE,RETURNED,17186215_PP1,,DELIVERY_LOCAL,1696049188322,False,,,,0,0,Астана,Pickup,2023-09-29
72,,,1,6222,6222,289473186,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_PICKUP,1696726849376,False,,,,0,0,,Pickup,2023-10-07
73,,,1,6222,6222,290007718,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1696917745379,False,,,,0,0,Астана,Pickup,2023-10-10
74,,,1,6222,6222,290497012,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_PICKUP,1697083768264,False,,,,0,0,,Pickup,2023-10-11
75,,,1,12000,12000,290258231,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1697001138403,True,,False,,0,0,Усть-Каменогорск,Zammler,2023-10-11
76,105711391_785616,"Массажер Микротоковый лифтинг массажер KFL-701, инфракрасный прогрев",1,5298,5298,291422664,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1697423353611,False,,,,0,0,Астана,Pickup,2023-10-15
77,,,1,3499,3499,291708453,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1697518938302,False,,,,0,0,Астана,Pickup,2023-10-17
78,106885876_844646,"Рюкзак End&Start 2022 холщовка черный, серый",1,6222,6222,292864937,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1697955945453,False,,,,0,0,Астана,Pickup,2023-10-22
79,106885876_844646,"Рюкзак End&Start 2022 холщовка черный, серый",1,6222,6222,293053988,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698025685385,True,1698057492000.0,False,Zammler,783,0,Петропавловск,Zammler,2023-10-22
80,106884236_843912,Ортопедическая подушка Viscomavi 42x56,1,18300,18300,293762977,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1698265960052,False,,,,0,0,Астана,Pickup,2023-10-25
86,11500825_100640,Портативная колонка Xiaomi Mi Compact Bluetooth Speaker 2 белый,1,6000,6000,293651637,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698230856638,True,1698314591000.0,False,Zammler,783,0,Актобе,Zammler,2023-10-25
85,11500825_100640,Портативная колонка Xiaomi Mi Compact Bluetooth Speaker 2 белый,1,6000,6000,293853767,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698309171020,True,1698435321000.0,False,Zammler,783,0,Алматы,Zammler,2023-10-26
188,106482019_640225,Инфракрасный обогреватель Домашний очаг Италия мультиколор,1,10410,10410,293907666,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698322600434,True,1698400827000.0,False,Zammler,783,0,Караганда,Zammler,2023-10-26
82,109729462_754198,SMART 32G7000 черный,1,55200,55200,293881297,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698315741692,True,,False,,0,0,Костанай,Zammler,2023-10-26
84,106884236_843912,Ортопедическая подушка Viscomavi 42x56,2,36600,18300,294143992,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1698412886100,False,,,,0,0,Астана,Pickup,2023-10-27
83,106482019_640225,Инфракрасный обогреватель Домашний очаг Италия мультиколор,1,10410,10410,294112163,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698402829549,True,1698404665000.0,False,Zammler,783,0,Караганда,Zammler,2023-10-27
81,103457541_606108,Сэндвичница SOKANY 271000 черный,1,13800,13800,294068030,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1698392381795,False,,,,0,0,Астана,Pickup,2023-10-27
87,106885876_844646,"Рюкзак End&Start 2022 холщовка черный, серый",1,6222,6222,295278826,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1698866453923,False,,,,0,0,Астана,Pickup,2023-11-01
165,100977090_236595,Машинка Xiaomi Deerma Rechargeable Lint Remover MQ600 белый,1,7278,7278,295265532,ARCHIVE,RETURNED,17186215_PP1,Астана,DELIVERY_PICKUP,1698859965216,True,1698904226000.0,False,Zammler,783,0,,Zammler,2023-11-01
88,107739688_596856,"HR-D2 матрас массажный вибрационный, нейростимулирующий",1,39905,39905,295656113,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1698977161985,False,,,,0,0,,Pickup,2023-11-02
89,108804995_135157,Камера видеонаблюдения Hiseeu 690584 3840x2160,1,25000,25000,295439340,ARCHIVE,RETURNED,17186215_PP1,,DELIVERY_PICKUP,1698948091848,False,,,,0,0,,Pickup,2023-11-02
135,110733128_417591,PRETTYCARE W200 синий,1,70000,70000,295674659,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698979678341,True,1699080072000.0,False,Zammler,1231,0,Аксай,Zammler,2023-11-02
108,106051959_496645,TechniQ Ultraspray белый,1,65000,65000,295759633,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698986498296,True,1699015222000.0,False,Zammler,1231,0,Актобе,Zammler,2023-11-02
133,106113756_704842,Комплект видеонаблюдения SUNQAR 389837 1920x1080,1,54900,54900,295770136,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698987045252,True,1699015221000.0,False,Zammler,1231,0,Шетпе,Zammler,2023-11-02
95,110367253_891526,Umiio A008,1,47500,47500,295635572,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1698973318451,False,,,,0,0,,Pickup,2023-11-02
127,106113756_704842,Комплект видеонаблюдения SUNQAR 389837 1920x1080,1,54900,54900,295726029,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698984075716,True,1699080069000.0,False,Zammler,1231,0,Лисаковск,Zammler,2023-11-02
105,110171150_942929,SmartCare 211 фен 1300 W,1,7948,7948,295582812,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1698955822998,True,1699080067000.0,False,Zammler,783,0,,Zammler,2023-11-02
132,107195214_349040,DBTech дрель-шуруповерт 777,1,33500,33500,296112228,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1699013046402,True,1699094524000.0,False,Zammler,1231,0,,Zammler,2023-11-03
120,107739688_596856,"HR-D2 матрас массажный вибрационный, нейростимулирующий",1,39890,39890,295934342,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1698997830092,True,1699015223000.0,False,Zammler,1231,0,Уральск,Zammler,2023-11-03
117,110171148_465874,SmartCare 821 фен 2400 W,1,21500,21500,296385744,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1699042369526,True,1699094514000.0,False,Zammler,1231,0,,Zammler,2023-11-03
134,110733128_417591,PRETTYCARE W200 синий,1,70000,70000,296362382,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699038496375,True,1699094517000.0,False,Zammler,1231,0,Алтай,Zammler,2023-11-03
92,110203590_205463,Umiio P860,1,45000,45000,296368579,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699039304557,True,,False,,0,0,Зачаганск,Zammler,2023-11-03
90,106482019_640225,Инфракрасный обогреватель Домашний очаг Италия мультиколор,1,9910,9910,296019482,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1699004569806,False,,,,0,0,Астана,Pickup,2023-11-03
91,110733128_417591,PRETTYCARE W200 синий,1,70000,70000,296352044,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699036922903,True,,False,,0,0,Алтай,Zammler,2023-11-03
93,108816377_486020,Hausler HSL-PA-15003 белый,1,46990,46990,296105458,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1699012397104,False,,,,0,0,Астана,Pickup,2023-11-03
99,105711391_785616,"Массажер Микротоковый лифтинг массажер KFL-701, инфракрасный прогрев",1,5298,5298,295802268,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1698989091946,True,1699005922000.0,False,Zammler,615,0,,Zammler,2023-11-03
172,113380626_909574,Увлажнитель воздуха LP-2203 черный,1,50999,50999,296881947,ARCHIVE,RETURNED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699107990722,True,1699180993000.0,False,Zammler,1231,0,Алматы,Zammler,2023-11-04
101,110396320_429061,Umiio A008,1,49635,49635,296726842,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1699095174878,False,,,,0,0,,Pickup,2023-11-04
94,112619167_102611,SHYN SPORT для похудения,1,56345,56345,296533766,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_PICKUP,1699079721273,False,,,,0,0,,Pickup,2023-11-04
131,110171150_942929,SmartCare 211 фен 1300 W,1,7939,7939,296888759,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699108570151,True,1699180985000.0,False,Zammler,783,0,Караганда,Zammler,2023-11-04
130,106752989_240866,Viptek шуруповерт VT 36,1,23360,23360,296989271,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1699116941951,True,1699180918000.0,False,Zammler,1231,0,,Zammler,2023-11-04
128,107739688_596856,"HR-D2 матрас массажный вибрационный, нейростимулирующий",1,38786,38786,296787417,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1699100281044,True,1699181010000.0,False,Zammler,1231,0,,Zammler,2023-11-04
96,108198235_270744,"Gezatone массажер электрический для тела, спины и шеи роликовый",1,25000,25000,296669178,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1699090486282,False,,,,0,0,,Pickup,2023-11-04
123,111218287_419620,Тренажер ZANI Vibrom1 Виброплатформа для похудения с bluetooth,1,57300,57300,296950349,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699113446707,True,1699180956000.0,False,Zammler,1679,0,Щучинск,Zammler,2023-11-04
97,110797991_257442,WADE SV-01 синий,1,53990,53990,296584115,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1699084009384,False,,,,0,0,Астана,Pickup,2023-11-04
119,103507395_273745,Одеяло D002 195x215 см,1,17000,17000,296608488,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1699086020488,False,,,,0,0,Астана,Pickup,2023-11-04
118,111218287_419620,Тренажер ZANI Vibrom1 Виброплатформа для похудения с bluetooth,1,57300,57300,297032068,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1699121014612,False,,,,0,0,Астана,Pickup,2023-11-04
102,108762398_619342,Инфракрасный обогреватель Домашний очаг Водопад мультиколор,1,10000,10000,296750004,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_LOCAL,1699096895500,False,,,,0,0,Астана,Pickup,2023-11-04
115,110171150_942929,SmartCare 211 фен 1300 W,1,7939,7939,296609167,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1699085926223,True,1699094515000.0,False,Zammler,615,0,,Zammler,2023-11-04
103,108249732_124621,GESS Ubalance,1,59995,59995,296706327,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699093381598,True,,False,,0,0,Костанай,Zammler,2023-11-04
104,106051959_496645,TechniQ Ultraspray белый,1,65000,65000,296886692,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699108289936,True,,False,,0,0,Алматы,Zammler,2023-11-04
106,110797991_257442,WADE SV-01 синий,1,53990,53990,297000456,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1699118082604,False,,,,0,0,,Pickup,2023-11-04
98,111218287_419620,Тренажер ZANI Vibrom1 Виброплатформа для похудения с bluetooth,1,60870,60870,296538854,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1699080125354,False,,,,0,0,,Pickup,2023-11-04
107,108249732_124621,GESS Ubalance,1,59995,59995,297204658,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699158046977,True,,False,Zammler,1679,0,Экибастуз,Zammler,2023-11-04
100,108816377_486020,Мясорубка Hausler HSL-PA-15003 белый,1,47200,47200,296721838,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699094832806,True,,False,,0,0,Сатпаев,Zammler,2023-11-04
111,111218287_419620,Тренажер ZANI Vibrom1 Виброплатформа для похудения с bluetooth,1,57300,57300,297137994,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1699141340427,False,,,,0,0,Астана,Pickup,2023-11-04
116,111218287_419620,Тренажер ZANI Vibrom1 Виброплатформа для похудения с bluetooth,1,57300,57300,297286285,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_LOCAL,1699164246259,False,,,,0,0,Астана,Pickup,2023-11-05
142,110899481_119258,Камера видеонаблюдения Promax 4G sim V380 pro 2560x1440,1,24500,24500,297374757,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1699169945532,True,1699180913000.0,False,Zammler,727,0,,Zammler,2023-11-05
144,110171150_942929,SmartCare 211 фен 1300 W,1,7939,7939,298074509,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699206062590,True,1699266118000.0,False,Zammler,783,0,Актобе,Zammler,2023-11-05
146,108801079_926965,Рюкзак Veles Lux Store VLS0131 полиэстер черный,1,6499,6499,298162422,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699235921247,True,1699266004000.0,False,,783,0,Кокшетау,Zammler,2023-11-05
141,113380615_907496,Увлажнитель воздуха LP-2203 белый,1,49999,49999,297678205,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699187339382,True,1699266753000.0,False,Zammler,1231,0,Актобе,Zammler,2023-11-05
148,110733128_417591,PRETTYCARE W200 синий,1,68995,68995,297396490,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699171188509,True,1699180924000.0,False,Zammler,1231,0,Атырау,Zammler,2023-11-05
149,109659395_350223,TCM XT белый,1,13000,13000,297912338,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699199067804,True,1699266114000.0,False,Zammler,783,0,Семей,Zammler,2023-11-05
150,111218287_419620,Тренажер ZANI Vibrom1 Виброплатформа для похудения с bluetooth,1,57300,57300,297617958,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699184261791,True,1699266143000.0,False,,1679,0,Кокшетау,Zammler,2023-11-05
155,109791914_582760,Кофемашина SOKANY SK-6863 серебристый,1,41100,41100,297745518,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1699190856680,True,1699422045000.0,False,,1231,0,Усть-Каменогорск,Zammler,2023-11-05
