,sku,title,quantity,total_price,base_price,order_code,state,status,pickup_point_id,city,delivery_mode,creation_date,is_kaspi_delivery,courier_transmission_date,express,firstMileCourier,order_delivery_cost_for_seller,delivery_cost,delivery_address_city,Delivery_type,Date
1233,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10199,10199,382827053,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721033082095,True,1721050999000.0,False,,615,0,Астана,Zammler,2024-07-15
1228,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10199,10199,382786780,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721028768481,True,1721038475000.0,True,,727,995,Астана,Express,2024-07-15
1232,117500632_108656830,Комплект 18624015_166177777 белый M,1,8800,8800,383079152,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_PICKUP,1721069817957,True,,False,,615,0,,Zammler,2024-07-15
1262,120161132_603107775,Палатка Масахана 3 местная original кемпинговая количество мест: 3 оранжевый,1,21000,21000,382991545,ARCHIVE,COMPLETED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721056200686,True,1721172853000.0,False,,1679,0,Арысь,Zammler,2024-07-15
1225,108486170_430197213,"Space подушка 60256601 70x70 см, холлофайбер",1,5490,5490,382758656,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721024901932,True,1721029785000.0,True,,727,995,Астана,Express,2024-07-15
1230,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10199,10199,382918243,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721044858335,True,1721047950000.0,True,,727,995,Астана,Express,2024-07-15
1255,101308666_101917011,TAMISH Hotel 2000975933783 70х140,1,4900,4900,382917690,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721045233087,True,1721051015000.0,False,,0,0,,Zammler,2024-07-15
1253,108380295_172188782,Махровый халат Sofia Sofia 0501233 белый L-XL (50-52),1,10000,10000,383079569,ARCHIVE,RETURNED,17186215_PP1,Астана,DELIVERY_PICKUP,1721070246843,True,1721133748000.0,False,,615,0,,Zammler,2024-07-15
1250,118122240_323586096,Вентилятор Marta MT-FN2550 черный,1,42000,42000,383342225,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721126591526,True,1721133751000.0,False,,1679,0,Балхаш,Zammler,2024-07-16
1279,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10200,10200,383308702,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721122991492,True,1721291714000.0,False,,615,0,Астана,Zammler,2024-07-16
1318,114871773,Пылесос Redkey W13 серебристый,1,124000,124000,383594901,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721177034386,True,,False,,0,0,Тараз,Zammler,2024-07-16
1239,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",2,20400,10200,383301361,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721122024038,True,1721124239000.0,True,,1511,995,Астана,Express,2024-07-16
1236,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10200,10200,383267225,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721117485544,True,1721121004000.0,True,,727,995,Астана,Express,2024-07-16
1235,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10200,10200,383199144,ARCHIVE,COMPLETED,17186215_PP1,,DELIVERY_PICKUP,1721108835411,False,,,,0,0,,Pickup,2024-07-16
1234,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10200,10200,383263179,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721117218633,True,,True,,727,995,Астана,Express,2024-07-16
1245,107650209_904912838,"Karaca Home полотенце ZMU1915 200x100 см 1 шт, хлопок",1,2900,2900,383422348,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721137560259,True,1721197023000.0,True,,0,995,Астана,Express,2024-07-16
1242,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10200,10200,383311259,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721122891897,True,1721125740000.0,True,,727,995,Астана,Express,2024-07-16
1237,110191049_889747572,"Вентилятор Азия Бренд 3 in 1 черный, голубой",1,10200,10200,383284446,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721120081794,True,1721123384000.0,True,,727,995,Астана,Express,2024-07-16
1243,117500632_108656830,Комплект 18624015_166177777 белый M,1,8800,8800,383318734,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721124264957,True,,True,,727,995,Астана,Express,2024-07-16
1244,101490136_641272236,Автохолодильник Alpicool компрессорный T60 60 л серый,1,111000,111000,383411469,ARCHIVE,CANCELLED,17186215_PP1,,DELIVERY_PICKUP,1721136445953,False,,,,0,0,,Pickup,2024-07-16
1266,107197569_447988306,Махровый халат Eswed ZMU1907_new_9387 белый 44,1,10190,10190,384034912,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721257053457,True,1721308016000.0,False,,783,0,,Zammler,2024-07-17
1248,111249144_302285232,"Aline Home подушка RER5070 пух искусственный, сатин, 50x70 см",2,5600,2800,383835516,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721218309965,True,1721222414000.0,True,,727,995,Астана,Express,2024-07-17
1249,114951188_214813736,"Подушка  263761 пух искусственный, хлопок, 50x70 см",3,9600,3200,384080034,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721277131164,True,1721281710000.0,True,,727,995,Астана,Express,2024-07-17
1271,118676479_870910172,"Полотенце 719819120 140x70 см 4 шт, махровая ткань",3,42900,14300,383856347,ARCHIVE,COMPLETED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721220609351,True,1721311621000.0,False,,1231,0,Ленгер,Zammler,2024-07-17
1268,107649745_767173747,"Полотенце Пештемаль ZMU1917 200x100 см 1 шт, хлопок",1,3000,3000,384009815,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721246528273,True,1721308014000.0,False,,0,0,,Zammler,2024-07-17
1265,107650209_904912838,"Karaca Home полотенце ZMU1915 200x100 см 1 шт, хлопок",1,2750,2750,383746793,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721206693754,True,1721308022000.0,False,,0,500,,Zammler,2024-07-17
1264,109321516_800145545,Ортопедическая подушка Ipekce Visco Elastic Mould medic pillow,1,11000,11000,383887466,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721225291278,True,1721308008000.0,False,,783,0,Караганда,Zammler,2024-07-17
1247,111249144_302285232,"Aline Home подушка RER5070 пух искусственный, сатин, 50x70 см",2,5600,2800,383831965,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721217775195,True,1721220354000.0,True,,727,995,Астана,Express,2024-07-17
1319,104954871,Палатка CAMPING Gear Art-2904 зеленый,1,25399,25399,383977621,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721240745430,True,,False,,0,0,Астана,Zammler,2024-07-17
1251,961720850,18624015_166177777,1,9600,9600,384055064,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721269539138,True,1721284197000.0,True,,727,995,Астана,Express,2024-07-17
1324,104954871,Палатка CAMPING Gear Art-2904 зеленый,1,25399,25399,384419450,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721327355600,True,,False,,0,0,Петропавловск,Zammler,2024-07-18
1323,104954871,Палатка CAMPING Gear Art-2904 зеленый,1,25399,25399,384330720,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721312998583,True,,False,,0,0,Капшагай,Zammler,2024-07-18
1267,110757550_260250182,Вафельный халат Morgenstern 7005-01-06 белый XXL,1,8400,8400,384216652,ARCHIVE,COMPLETED,17186215_PP2,Алматы,DELIVERY_PICKUP,1721296371310,True,1721312854000.0,False,,615,0,,Zammler,2024-07-18
1258,107650209_904912838,"Karaca Home полотенце ZMU1915 200x100 см 1 шт, хлопок",2,5800,2900,384519991,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721364576908,True,,False,,615,0,Астана,Zammler,2024-07-18
1269,112914044_176918388,Xiaomi CMJ03LX-G фен-щетка 1800 W,1,28500,28500,384082951,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721278975637,True,1721308026000.0,False,,1231,0,,Zammler,2024-07-18
1257,104954871,Палатка CAMPING Gear Art-2904 зеленый,1,25399,25399,384139299,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721286255302,True,,False,,0,0,Актау,Zammler,2024-07-18
1256,103548759_937900285,Одеяло Aline Home HIT180983 200x210 всесезонное + 2 подушки,1,18000,18000,384265245,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721302520959,True,1721304378000.0,True,,1511,995,Астана,Express,2024-07-18
1252,101441753_789284631,Автохолодильник Alpicool компрессорный C50 50 л серый,1,100000,100000,384149409,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721287481471,True,,True,,0,995,Астана,Express,2024-07-18
1274,107197569_447988306,Махровый халат Eswed ZMU1907_new_9387 белый 44,1,10190,10190,384249998,ARCHIVE,RETURNED,17186215_PP1,Астана,DELIVERY_PICKUP,1721301192557,True,1721308018000.0,False,,783,0,,Zammler,2024-07-18
1288,109321516_800145545,Ортопедическая подушка Ipekce Visco Elastic Mould medic pillow,2,22000,11000,384255117,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721300966027,True,1721395825000.0,False,,1231,0,Туркестан,Zammler,2024-07-18
1254,106256822_714221456,"Capa Home наматрасник на резинке AZ700756 160x200 см, хлопок",1,9000,9000,384140077,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721286087562,True,1721287660000.0,True,,727,995,Астана,Express,2024-07-18
1377,104954871,Палатка CAMPING Gear Art-2904 зеленый,1,25399,25399,384861296,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721415517720,True,,False,,1679,0,Актобе,Zammler,2024-07-19
1294,110757550_260250182,Вафельный халат Morgenstern 7005-01-06 белый XXL,1,8400,8400,384715823,ARCHIVE,RETURNED,17186215_PP1,Астана,DELIVERY_PICKUP,1721391465281,True,1721395829000.0,False,,783,0,,Zammler,2024-07-19
1260,110170715_013732928,"Полотенце Пештемаль 404795 185x100 см 1 шт, хлопок",2,5200,2600,384556106,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721369121188,True,1721373844000.0,True,,727,995,Астана,Express,2024-07-19
1270,107650209_904912838,"Karaca Home полотенце ZMU1915 200x100 см 1 шт, хлопок",1,2900,2900,384806400,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721405602303,True,1721459386000.0,True,,0,995,Астана,Express,2024-07-19
1259,110741383_060889925,Батут 511,1,26000,26000,384561171,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721370246082,True,1721371149000.0,True,,1511,995,Астана,Express,2024-07-19
1261,107649745_767173747,"Полотенце Пештемаль ZMU1917 200x100 см 1 шт, хлопок",2,6000,3000,384556106,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721369121188,True,1721373844000.0,True,,727,995,Астана,Express,2024-07-19
1263,110757550_260250182,Вафельный халат Morgenstern 7005-01-06 белый XXL,1,8400,8400,384712403,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_PICKUP,1721390507945,True,,False,,783,0,,Zammler,2024-07-19
1272,109321516_800145545,Ортопедическая подушка Ipekce Visco Elastic Mould medic pillow,1,11999,11999,384721629,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721392172846,True,,False,,615,0,Астана,Zammler,2024-07-19
1285,120161132_603107775,Палатка Масахана 3 местная original кемпинговая количество мест: 3 оранжевый,1,21000,21000,385100643,ARCHIVE,COMPLETED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721472839195,True,1721565475000.0,False,,1679,0,Шымкент,Zammler,2024-07-20
1290,681925626,"Набор полотенец Aknazhome/love 140x70 см 2 шт, махровая ткань",1,8900,8900,385027125,ARCHIVE,COMPLETED,17186215_PP2,Алматы,DELIVERY_PICKUP,1721462852253,True,1721565413000.0,False,,615,0,,Zammler,2024-07-20
1281,107649745_767173747,"Полотенце Пештемаль ZMU1917 200x100 см 1 шт, хлопок",1,3000,3000,385748750,ARCHIVE,RETURNED,17186215_PP1,Астана,DELIVERY_LOCAL,1721589280315,True,1721627952000.0,True,,0,995,Астана,Express,2024-07-21
1329,104954871,Палатка CAMPING Gear Art-2904 зеленый,1,25399,25399,385600483,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721567654253,True,,False,,0,0,Балпык Би,Zammler,2024-07-21
1308,107197569_447988306,Махровый халат Eswed ZMU1907_new_9387 белый 44,1,10190,10190,385518556,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721557179817,True,1721658706000.0,False,,783,0,,Zammler,2024-07-21
1273,104954871,Палатка CAMPING Gear Art-2904 зеленый,1,25399,25399,385598208,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721567145350,True,,False,,0,0,Балпык Би,Zammler,2024-07-21
1289,109418432_790211151,Махровый халат Multix 16032311-2 синий 3XL,1,10000,10000,385685129,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721579745125,True,1721657531000.0,False,,615,0,Астана,Zammler,2024-07-21
1291,483763117,"Скатерть 483763117 300x160 см, полиэстер",1,9990,9990,385662161,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721576276244,True,1721658708000.0,False,,783,0,Осакаровка,Zammler,2024-07-21
1301,107197569_447988306,Махровый халат Eswed ZMU1907_new_9387 белый 44,1,10190,10190,385759022,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721590296969,True,1721658701000.0,False,,783,0,,Zammler,2024-07-21
1280,113573849_348893383,"Умное зеркало 298212 100x200 см, настенное",1,55400,55400,386024739,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721653930393,True,,False,,1679,0,Актобе,Zammler,2024-07-22
1302,107649745_767173747,"Полотенце Пештемаль ZMU1917 200x100 см 1 шт, хлопок",1,3000,3000,386179419,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721682511599,True,1721738599000.0,False,,0,0,,Zammler,2024-07-22
1278,109050570_353487996,Палатка MirCamping JWS 015 голубой,1,52000,52000,385976174,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721645774887,True,,False,,1679,0,Бесагаш,Zammler,2024-07-22
1282,115682439_837017856,"Набор полотенец 946025 140x70 см 2 шт, хлопок",2,16000,8000,386162068,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721677221209,True,1721713638000.0,True,,1511,995,Астана,Express,2024-07-22
1296,112914044_176918388,Xiaomi CMJ03LX-G фен-щетка 1800 W,1,28500,28500,385995775,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721649153746,True,1721658695000.0,False,,1231,0,,Zammler,2024-07-22
1277,109050570_197335790,Палатка MirCamping JWS 015 голубой,1,53000,53000,385942550,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721641144110,True,,False,,1679,0,Бесагаш,Zammler,2024-07-22
1286,104971363_291498142,"Шелкопряд подушка 4457 70x50 см, шелк шелкопряда",10,28000,2800,385970703,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721645342246,True,1721659039000.0,False,,1679,0,Рудный,Zammler,2024-07-22
1287,112640491_046095660,"Style Home зеркало STK800 80x80 см, настенное, настольное",1,19900,19900,386049256,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721657303277,True,,False,,1679,0,Балхаш,Zammler,2024-07-22
1276,110854724_352528652,Вентилятор SAMGAU MF45 черный,1,39690,39690,385916212,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721637201300,True,1721640298000.0,True,,1511,995,Астана,Express,2024-07-22
1275,113750418_667047044,Вафельный халат 18600300_243817 белый Универсальный,1,8400,8400,385921853,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721638781347,True,,True,,0,995,Астана,Express,2024-07-22
1304,103548759_937900285,Одеяло Aline Home HIT180983 200x210 всесезонное + 2 подушки,1,15900,15900,386410398,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721736800800,True,1721820220000.0,False,,727,0,Астана,Zammler,2024-07-23
1309,110558549_159692537,Вафельный халат 16978008_822884 белый XXL,1,8400,8400,386429978,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721740509045,True,1721820223000.0,False,,783,0,Аксу,Zammler,2024-07-23
1311,108377215_218450765,Махровый халат VAROL 868164451836 белый XL,1,11000,11000,386254155,ARCHIVE,COMPLETED,17186215_PP2,Алматы,DELIVERY_PICKUP,1721714091937,True,1721815317000.0,False,,783,0,,Zammler,2024-07-23
1284,105199111_858660671,"VAROL наматрасник на резинке NMVR18020000T 180 смx200 см, хлопок, полиэстер",1,10200,10200,386317318,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721723401323,True,,True,,0,995,Астана,Express,2024-07-23
1283,107133205_494151304,"Moontex наматрасник на резинке moon-006 180x200 см, хлопок, сатин",1,10500,10500,386317318,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721723401323,True,,True,,0,995,Астана,Express,2024-07-23
1299,107650209_904912838,"Karaca Home полотенце ZMU1915 200x100 см 1 шт, хлопок",1,2750,2750,386348620,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1721728088688,True,1721738602000.0,False,,0,0,,Zammler,2024-07-23
1292,113750418_667047044,Вафельный халат 18600300_243817 белый Универсальный,2,16800,8400,386667234,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721801320646,True,1721805531000.0,True,,1511,995,Астана,Express,2024-07-24
1297,112640552_760908466,"Style Home зеркало STK800 80x80 см, настенное, настольное",1,24000,24000,386713221,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721808032596,True,1721820906000.0,True,,1511,995,Астана,Express,2024-07-24
1295,103548785_490464925,Махровый халат HILLI LCH1 белый L,1,12000,12000,386719047,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721808491179,True,1721812209000.0,True,,727,995,Астана,Express,2024-07-24
1313,112640491_046095660,"Style Home зеркало STK800 80x80 см, настенное, настольное",1,23000,23000,386741455,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1721812219968,True,1721831110000.0,False,,1679,0,Алматы,Zammler,2024-07-24
1293,113750418_667047044,Вафельный халат 18600300_243817 белый Универсальный,1,8400,8400,386703313,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721806606328,True,1721808539000.0,True,,727,995,Астана,Express,2024-07-24
1298,483763117,"Скатерть 483763117 300x160 см, полиэстер",1,9990,9990,386800946,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721821241199,True,1721823782000.0,True,,727,995,Астана,Express,2024-07-24
1404,4900372,Соковыжималка Neo NJ-360 серебристый,1,72599,72599,387244840,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_LOCAL,1721914644285,True,,False,,1007,0,Алматы,Zammler,2024-07-25
1408,115771375,Массажное кресло Yutu Y-8806B до 130 кг 6 программ,1,279000,279000,387329028,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721929318547,True,,False,,4479,0,Каскелен,Zammler,2024-07-25
1305,110558549_159692537,Вафельный халат 16978008_822884 белый XXL,1,8400,8400,387155985,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721901066092,True,1721904266000.0,True,,727,995,Астана,Express,2024-07-25
1310,114871773,Пылесос Redkey W13 серебристый,1,124000,124000,387417484,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1721965709055,True,,False,,0,0,Усть-Каменогорск,Zammler,2024-07-25
1307,112640554_231060188,"Style Home зеркало STK900 90x90 см, настенное, настольное",1,23800,23800,387133123,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721897069024,True,1721903324000.0,True,,1511,995,Астана,Express,2024-07-25
1306,110741383_060889925,Батут 511,1,26000,26000,387184762,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721904858010,True,1721905849000.0,True,,1511,995,Астана,Express,2024-07-25
1303,112640552_760908466,"Style Home зеркало STK800 80x80 см, настенное, настольное",1,24000,24000,387048758,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1721885494577,True,1721898113000.0,True,,1511,995,Астана,Express,2024-07-25
1347,681925626,"Набор полотенец Aknazhome/love 140x70 см 2 шт, махровая ткань",1,8900,8900,387659562,ARCHIVE,COMPLETED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1722003659265,True,1722084921000.0,False,,783,0,Жанаозен,Zammler,2024-07-26
1321,101308666_101917011,TAMISH Hotel 2000975933783 70х140,1,4900,4900,387762078,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1722022313959,True,1722084602000.0,False,,0,0,,Zammler,2024-07-26
1322,110170715_013732928,"Полотенце Пештемаль 404795 185x100 см 1 шт, хлопок",1,2500,2500,387706935,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1722012597265,True,1722084599000.0,False,,0,0,Астана,Zammler,2024-07-26
1314,110170715_013732928,"Полотенце Пештемаль 404795 185x100 см 1 шт, хлопок",1,2500,2500,387704243,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1722011250488,True,,False,,0,0,Астана,Zammler,2024-07-26
1327,104990398_960948379,"Этель полотенце Hotel 2495503 140x70 см 1 шт, хлопок",1,5000,5000,387712417,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1722013014467,True,1722084596000.0,False,,783,0,,Zammler,2024-07-26
1312,107133205_494151304,"Moontex наматрасник на резинке moon-006 180x200 см, хлопок, сатин",1,10500,10500,387615332,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1721995882968,True,,True,,0,995,Астана,Express,2024-07-26
1317,107650209_904912838,"Karaca Home полотенце ZMU1915 200x100 см 1 шт, хлопок",1,2900,2900,387957713,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1722075228756,True,1722076472000.0,True,,0,995,Астана,Express,2024-07-27
1335,110558549_159692537,Вафельный халат 16978008_822884 белый XXL,1,8400,8400,387980554,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1722078248983,True,1722257652000.0,False,,783,0,Акколь,Zammler,2024-07-27
1316,483763117,"Скатерть 483763117 300x160 см, полиэстер",1,9990,9990,387915783,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_PICKUP,1722069293641,True,,False,,0,0,,Zammler,2024-07-27
1315,117500632_108656830,Комплект 18624015_166177777 белый M,1,8800,8800,387866094,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1722061717367,True,,True,,727,995,Астана,Express,2024-07-27
1320,108484587_667015115,"Подушка декоративная 70x70 см, Текстиль",2,8400,4200,387849710,ARCHIVE,COMPLETED,17186215_PP2,Алматы,DELIVERY_LOCAL,1722059661016,True,1722085145000.0,False,,615,0,Алматы,Zammler,2024-07-27
1330,109321516_800145545,Ортопедическая подушка Ipekce Visco Elastic Mould medic pillow,1,11800,11800,388546754,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1722194334153,True,1722257657000.0,False,,783,0,Караганда,Zammler,2024-07-28
1326,101176608_322004055,"Автохолодильник Alpicool компрессорный C30 30 л серый, черный",1,80000,80000,388579342,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_LOCAL,1722205125662,True,1722241782000.0,True,,1511,995,Астана,Express,2024-07-28
1382,561307,Рубашка 561307 зеленый универсальный,1,6200,6200,388434588,ARCHIVE,RETURNED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1722174864012,True,1722338343000.0,False,,783,0,Павлодар,Zammler,2024-07-28
1325,101176608_322004055,"Автохолодильник Alpicool компрессорный C30 30 л серый, черный",1,80000,80000,388519573,ARCHIVE,CANCELLED,17186215_PP1,Астана,DELIVERY_LOCAL,1722189646446,True,,True,,0,995,Астана,Express,2024-07-28
1332,483763117,"Скатерть 483763117 300x160 см, полиэстер",1,9990,9990,388264169,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1722150274746,True,1722257647000.0,False,,783,0,,Zammler,2024-07-28
1328,110854724_352528652,Вентилятор SAMGAU MF45 черный,1,32000,32000,389017002,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_LOCAL,1722313781073,True,,False,,1007,0,Алматы,Zammler,2024-07-29
1337,483763117,"Скатерть 483763117 300x160 см, полиэстер",1,9990,9990,388862496,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_LOCAL,1722266040308,True,,False,,615,0,Алматы,Zammler,2024-07-29
1343,110170715_013732928,"Полотенце Пештемаль 404795 185x100 см 1 шт, хлопок",1,2500,2500,388816584,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1722258203331,True,1722338345000.0,False,,0,0,,Zammler,2024-07-29
1331,110854724_352528652,Вентилятор SAMGAU MF45 черный,1,31986,31986,388970232,ARCHIVE,CANCELLED,17186215_PP2,Алматы,DELIVERY_REGIONAL_TODOOR,1722286426753,True,,False,,1679,0,Талдыкорган,Zammler,2024-07-29
1350,112640495_878829790,"Style Home зеркало STK900 90x90 см, настенное, настольное",1,24000,24000,389369342,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_REGIONAL_TODOOR,1722373757529,True,1722425236000.0,False,,1679,0,Косшы,Zammler,2024-07-30
1367,120864729_147622057,"Скатерть 483763117 300x160 см, полиэстер",1,9999,9999,389335953,ARCHIVE,COMPLETED,17186215_PP1,Астана,DELIVERY_PICKUP,1722366404301,True,1722429418000.0,False,,783,0,,Zammler,2024-07-30
